,customer_id,gender,is_senior_citizen,partner,dependents,phone_service,internet_service,contract_type,payment_type,monthly_charges,total_charges,churn,tenure,is_female,has_churned,has_phone,has_internet,has_phone_and_internet,partner_dependents,start_date,average_monthly_charges,validate_monthly_charges,contract_type_desc,phone_type_desc,internet_type_desc,payment_is_automatic
1264,1853-ARAAQ,Female,0,No,No,0,1,0,Credit card (automatic),50.35,1277.5,No,25,True,False,False,True,False,0,20190616,50.35,True,Month-to-Month,No Phone Service,DSL,True
1265,1853-UDXBW,Male,0,Yes,Yes,1,2,0,Electronic check,70.0,70.0,Yes,1,False,True,True,True,True,3,20210626,70.0,True,Month-to-Month,One Line,Fiber Optic,False
1266,1855-AGAWH,Male,0,Yes,No,1,2,1,Electronic check,93.8,2939.8,No,31,False,False,True,True,True,1,20181216,93.8,True,1 Year,One Line,Fiber Optic,False
1267,1855-CFULU,Female,1,No,No,1,0,0,Mailed check,20.05,91.45,No,5,True,False,True,False,False,0,20210310,20.05,True,Month-to-Month,One Line,No Internet Service,False
1268,1862-QRWPE,Female,0,Yes,Yes,1,0,2,Bank transfer (automatic),20.65,1057.0,No,51,True,False,True,False,False,3,20170422,20.65,True,2 Year,One Line,No Internet Service,True
1269,1862-SKORY,Female,1,Yes,No,0,1,0,Electronic check,39.3,1637.4,Yes,42,True,True,False,True,False,1,20180205,39.3,True,Month-to-Month,No Phone Service,DSL,False
1270,1866-DIOQZ,Female,0,Yes,No,0,1,1,Bank transfer (automatic),66.8,4689.15,No,70,True,False,False,True,False,1,20150921,66.8,True,1 Year,No Phone Service,DSL,True
1271,1866-NXPSP,Female,0,No,No,1,1,1,Mailed check,75.55,2680.15,No,35,True,False,True,True,True,0,20180812,75.55,True,1 Year,One Line,DSL,False
1272,1866-OBPNR,Male,0,Yes,Yes,1,2,0,Credit card (automatic),74.6,74.6,No,1,False,False,True,True,True,3,20210626,74.6,True,Month-to-Month,One Line,Fiber Optic,True
1273,1866-RZZQS,Male,1,No,No,2,2,0,Electronic check,98.4,4187.75,Yes,43,False,True,True,True,True,0,20180109,98.4,True,Month-to-Month,Two or More Lines,Fiber Optic,False
1274,1866-ZSLJM,Male,0,No,No,1,0,0,Credit card (automatic),20.5,402.85,No,20,False,False,True,False,False,0,20191207,20.5,True,Month-to-Month,One Line,No Internet Service,True
1275,1867-BDVFH,Male,0,Yes,Yes,2,2,0,Electronic check,74.35,834.2,Yes,11,False,True,True,True,True,3,20200819,74.35,True,Month-to-Month,Two or More Lines,Fiber Optic,False
1276,1867-TJHTS,Female,0,No,No,2,2,0,Bank transfer (automatic),79.8,4526.85,No,57,True,False,True,True,True,0,20161104,79.8,True,Month-to-Month,Two or More Lines,Fiber Optic,True
1277,1871-MOWRM,Male,0,Yes,No,1,2,0,Bank transfer (automatic),80.85,866.45,Yes,11,False,True,True,True,True,1,20200904,80.85,True,Month-to-Month,One Line,Fiber Optic,True
1278,1872-EBWSC,Female,0,No,No,1,0,1,Mailed check,20.35,617.35,No,30,True,False,True,False,False,0,20190116,20.35,True,1 Year,One Line,No Internet Service,False
1279,1875-QIVME,Female,0,Yes,No,2,2,0,Electronic check,104.4,242.8,Yes,2,True,True,True,True,True,1,20210517,104.4,True,Month-to-Month,Two or More Lines,Fiber Optic,False
1280,1877-HKBQX,Female,0,No,No,1,1,1,Mailed check,54.6,617.85,No,11,True,False,True,True,True,0,20200816,54.6,True,1 Year,One Line,DSL,False
1281,1891-FZYSA,Male,1,Yes,No,2,2,0,Electronic check,89.95,6143.15,Yes,68,False,True,True,True,True,1,20151118,89.95,True,Month-to-Month,Two or More Lines,Fiber Optic,False
1282,1891-QRQSA,Male,1,Yes,Yes,2,2,2,Bank transfer (automatic),111.6,7099.0,No,64,False,False,True,True,True,3,20160409,111.6,True,2 Year,Two or More Lines,Fiber Optic,True
1283,1891-UAWWU,Female,1,Yes,No,2,2,0,Electronic check,90.8,1951.0,Yes,21,True,True,True,True,True,1,20191012,90.8,True,Month-to-Month,Two or More Lines,Fiber Optic,False
1284,1894-IGFSG,Female,0,No,No,1,2,0,Electronic check,89.25,1907.85,Yes,21,True,True,True,True,True,0,20191015,89.25,True,Month-to-Month,One Line,Fiber Optic,False
1285,1895-QTKDO,Female,0,No,No,1,1,0,Credit card (automatic),43.95,43.95,No,1,True,False,True,True,True,0,20210626,43.95,True,Month-to-Month,One Line,DSL,True
1286,1897-OKVMW,Female,0,Yes,Yes,2,1,2,Mailed check,90.6,5817.45,No,64,True,False,True,True,True,3,20160321,90.6,True,2 Year,Two or More Lines,DSL,False
1287,1897-RCFUM,Female,0,Yes,Yes,2,0,1,Mailed check,24.2,914.6,No,38,True,False,True,False,False,3,20180603,24.2,True,1 Year,Two or More Lines,No Internet Service,False
1288,1898-JSNDC,Female,0,No,No,1,1,1,Credit card (automatic),58.6,2224.5,No,38,True,False,True,True,True,0,20180529,58.6,True,1 Year,One Line,DSL,True
1289,1899-VXWXM,Male,0,No,No,2,2,1,Credit card (automatic),106.1,5082.8,Yes,48,False,True,True,True,True,0,20170730,106.1,True,1 Year,Two or More Lines,Fiber Optic,True
1290,1902-XBTFB,Male,0,No,Yes,1,2,0,Electronic check,89.4,2001.5,Yes,22,False,True,True,True,True,2,20190915,89.4,True,Month-to-Month,One Line,Fiber Optic,False
1291,1904-WAJAA,Female,0,Yes,Yes,2,1,2,Electronic check,64.35,1558.65,No,24,True,False,True,True,True,3,20190721,64.35,True,2 Year,Two or More Lines,DSL,False
1292,1905-OEILC,Female,0,No,No,1,0,0,Mailed check,19.5,19.5,No,1,True,False,True,False,False,0,20210626,19.5,True,Month-to-Month,One Line,No Internet Service,False
1293,1907-UBQFC,Male,1,No,No,1,2,0,Electronic check,72.85,688.65,Yes,9,False,True,True,True,True,0,20201012,72.85,True,Month-to-Month,One Line,Fiber Optic,False
1294,1907-YLNYW,Male,0,No,No,1,1,0,Electronic check,66.7,579.0,No,9,False,False,True,True,True,0,20201104,66.7,True,Month-to-Month,One Line,DSL,False
1295,1910-FMXJM,Female,0,Yes,No,1,2,0,Electronic check,80.4,2937.65,No,37,True,False,True,True,True,1,20180711,80.4,True,Month-to-Month,One Line,Fiber Optic,False
1296,1915-IOFGU,Female,0,No,No,1,2,0,Electronic check,70.5,70.5,Yes,1,True,True,True,True,True,0,20210626,70.5,True,Month-to-Month,One Line,Fiber Optic,False
1297,1915-OAKWD,Female,0,No,Yes,1,0,1,Bank transfer (automatic),19.3,360.35,No,19,True,False,True,False,False,2,20200106,19.3,True,1 Year,One Line,No Internet Service,True
1298,1918-ZBFQJ,Female,0,No,No,1,2,0,Electronic check,79.25,1111.65,Yes,14,True,True,True,True,True,0,20200526,79.25,True,Month-to-Month,One Line,Fiber Optic,False
1299,1919-RTPQD,Male,0,Yes,Yes,1,1,0,Electronic check,44.75,333.65,No,7,False,False,True,True,True,3,20201212,44.75,True,Month-to-Month,One Line,DSL,False
1300,1921-KYSAY,Female,0,No,No,2,1,1,Electronic check,68.6,2877.05,No,42,True,False,True,True,True,0,20180128,68.6,True,1 Year,Two or More Lines,DSL,False
1301,1925-GMVBW,Female,0,No,No,1,0,0,Credit card (automatic),20.55,96.1,No,5,True,False,True,False,False,0,20210306,20.55,True,Month-to-Month,One Line,No Internet Service,True
1302,1925-LFCZZ,Male,1,No,No,0,1,1,Bank transfer (automatic),50.05,2743.45,No,55,False,False,False,True,False,0,20170101,50.05,True,1 Year,No Phone Service,DSL,True
1303,1925-TIBLE,Female,0,Yes,No,2,2,0,Electronic check,86.5,582.5,Yes,7,True,True,True,True,True,1,20210103,86.5,True,Month-to-Month,Two or More Lines,Fiber Optic,False
1304,1926-QUZNN,Female,0,Yes,No,2,0,2,Bank transfer (automatic),25.25,1841.2,No,73,True,False,True,False,False,1,20150701,25.25,True,2 Year,Two or More Lines,No Internet Service,True
1305,1927-QEWMY,Female,0,Yes,No,1,0,2,Credit card (automatic),20.5,1502.25,No,73,True,False,True,False,False,1,20150620,20.5,True,2 Year,One Line,No Internet Service,True
1306,1928-BXYIV,Male,0,No,No,2,1,0,Electronic check,61.15,61.15,No,1,False,False,True,True,True,0,20210626,61.15,True,Month-to-Month,Two or More Lines,DSL,False
1307,1929-ZCBHE,Male,0,Yes,Yes,0,1,1,Electronic check,40.3,1794.8,No,45,False,False,False,True,False,3,20171110,40.3,True,1 Year,No Phone Service,DSL,False
1308,1930-BZLHI,Male,0,No,No,1,0,1,Mailed check,20.35,422.7,No,21,False,False,True,False,False,0,20191103,20.35,True,1 Year,One Line,No Internet Service,False
1309,1930-QPBVZ,Male,0,Yes,Yes,1,2,2,Bank transfer (automatic),95.1,6683.4,No,70,False,False,True,True,True,3,20150919,95.1,True,2 Year,One Line,Fiber Optic,True
1310,1930-WNXSB,Male,0,Yes,Yes,1,2,0,Electronic check,92.85,5305.05,No,57,False,False,True,True,True,3,20161023,92.85,True,Month-to-Month,One Line,Fiber Optic,False
1311,1932-UEDCX,Male,1,Yes,No,2,2,0,Bank transfer (automatic),100.6,3270.25,No,33,False,False,True,True,True,1,20181111,100.6,True,Month-to-Month,Two or More Lines,Fiber Optic,True
1312,1934-MKPXS,Male,0,Yes,Yes,1,0,1,Credit card (automatic),20.1,620.55,No,31,False,False,True,False,False,3,20181230,20.1,True,1 Year,One Line,No Internet Service,True
1313,1934-SJVJK,Male,0,No,No,1,0,0,Mailed check,20.15,20.15,Yes,1,False,True,True,False,False,0,20210626,20.15,True,Month-to-Month,One Line,No Internet Service,False
1314,1935-IMVBB,Male,0,Yes,No,1,2,0,Mailed check,89.7,4952.95,No,55,False,False,True,True,True,1,20161220,89.7,True,Month-to-Month,One Line,Fiber Optic,False
1315,1936-CZAKF,Male,0,Yes,No,0,1,2,Credit card (automatic),49.65,2409.9,No,49,False,False,False,True,False,1,20170711,49.65,True,2 Year,No Phone Service,DSL,True
1316,1936-UAFEH,Female,0,No,No,2,2,2,Credit card (automatic),110.25,7279.35,No,66,True,False,True,True,True,0,20160126,110.25,True,2 Year,Two or More Lines,Fiber Optic,True
1317,1937-OTUKY,Female,0,Yes,No,2,2,2,Bank transfer (automatic),98.2,7015.9,No,71,True,False,True,True,True,1,20150814,98.2,True,2 Year,Two or More Lines,Fiber Optic,True
1318,1941-HOSAM,Male,0,Yes,Yes,1,2,0,Electronic check,90.1,90.1,No,1,False,False,True,True,True,3,20210626,90.1,True,Month-to-Month,One Line,Fiber Optic,False
1319,1942-OQFRW,Male,0,No,No,1,1,0,Electronic check,44.0,44.0,No,1,False,False,True,True,True,0,20210626,44.0,True,Month-to-Month,One Line,DSL,False
1320,1945-XISKS,Female,0,Yes,No,1,0,2,Mailed check,19.65,1335.2,No,68,True,False,True,False,False,1,20151129,19.65,True,2 Year,One Line,No Internet Service,False
1321,1950-KSVVJ,Female,0,Yes,No,2,2,1,Mailed check,113.3,5032.25,No,44,True,False,True,True,True,1,20171114,113.3,True,1 Year,Two or More Lines,Fiber Optic,False
1322,1951-IEYXM,Male,0,Yes,Yes,2,1,2,Credit card (automatic),90.6,6441.85,No,71,False,False,True,True,True,3,20150825,90.6,True,2 Year,Two or More Lines,DSL,True
1323,1952-DVVSW,Female,0,Yes,No,1,0,1,Mailed check,20.1,184.4,No,9,True,False,True,False,False,1,20201020,20.1,True,1 Year,One Line,No Internet Service,False
1324,1955-IBMMB,Male,0,No,No,1,0,2,Bank transfer (automatic),20.2,1192.3,No,59,False,False,True,False,False,0,20160826,20.2,True,2 Year,One Line,No Internet Service,True
1325,1956-YIFGE,Male,0,Yes,Yes,1,2,1,Mailed check,100.05,2090.25,No,21,False,False,True,True,True,3,20191030,100.05,True,1 Year,One Line,Fiber Optic,False
1326,1958-RNRKS,Male,0,Yes,No,2,1,0,Electronic check,49.9,1441.95,No,29,False,False,True,True,True,1,20190301,49.9,True,Month-to-Month,Two or More Lines,DSL,False
1327,1960-UOTYM,Male,0,Yes,Yes,1,1,2,Electronic check,79.2,4016.3,No,51,False,False,True,True,True,3,20170506,79.2,True,2 Year,One Line,DSL,False
1328,1960-UYCNN,Male,0,No,No,2,2,0,Electronic check,95.25,1021.55,No,11,False,False,True,True,True,0,20200903,95.25,True,Month-to-Month,Two or More Lines,Fiber Optic,False
1329,1963-SVUCV,Male,0,No,No,1,1,0,Electronic check,45.3,45.3,Yes,1,False,True,True,True,True,0,20210626,45.3,True,Month-to-Month,One Line,DSL,False
1330,1963-VAUKV,Female,0,No,No,1,0,0,Mailed check,20.4,20.4,Yes,1,True,True,True,False,False,0,20210626,20.4,True,Month-to-Month,One Line,No Internet Service,False
1331,1964-SVLEA,Male,0,No,No,1,0,1,Mailed check,19.7,415.9,No,21,False,False,True,False,False,0,20191023,19.7,True,1 Year,One Line,No Internet Service,False
1332,1965-AKTSX,Female,1,No,No,2,2,0,Electronic check,78.95,1101.85,Yes,14,True,True,True,True,True,0,20200528,78.95,True,Month-to-Month,Two or More Lines,Fiber Optic,False
1333,1965-DDBWU,Male,0,No,No,2,2,0,Credit card (automatic),89.05,1448.6,Yes,16,False,True,True,True,True,0,20200319,89.05,True,Month-to-Month,Two or More Lines,Fiber Optic,True
1334,1970-KKFWL,Female,0,No,No,2,0,2,Bank transfer (automatic),23.3,797.1,No,34,True,False,True,False,False,0,20180920,23.3,True,2 Year,Two or More Lines,No Internet Service,True
1335,1971-DTCZB,Female,0,Yes,No,2,1,2,Bank transfer (automatic),90.95,6468.6,No,71,True,False,True,True,True,1,20150824,90.95,True,2 Year,Two or More Lines,DSL,True
1336,1972-XMUWV,Female,0,Yes,No,1,1,2,Credit card (automatic),59.8,3808.2,No,64,True,False,True,True,True,1,20160406,59.8,True,2 Year,One Line,DSL,True
1337,1976-AZZPJ,Male,0,Yes,No,0,1,0,Mailed check,34.2,256.6,No,8,False,False,False,True,False,1,20201210,34.2,True,Month-to-Month,No Phone Service,DSL,False
1338,1976-CFOCS,Female,1,Yes,No,1,1,0,Electronic check,46.0,46.0,Yes,1,True,True,True,True,True,1,20210626,46.0,True,Month-to-Month,One Line,DSL,False
1339,1977-STDKI,Female,1,No,No,1,2,0,Electronic check,73.0,73.0,Yes,1,True,True,True,True,True,0,20210626,73.0,True,Month-to-Month,One Line,Fiber Optic,False
1340,1980-KXVPM,Female,1,No,No,2,2,0,Credit card (automatic),75.05,256.25,Yes,3,True,True,True,True,True,0,20210414,75.05,True,Month-to-Month,Two or More Lines,Fiber Optic,True
1341,1981-INRFU,Female,0,No,No,1,2,0,Electronic check,79.75,164.5,Yes,2,True,True,True,True,True,0,20210525,79.75,True,Month-to-Month,One Line,Fiber Optic,False
1342,1982-FEBTD,Female,0,Yes,Yes,2,0,2,Credit card (automatic),25.6,514.75,No,20,True,False,True,False,False,3,20191123,25.6,True,2 Year,Two or More Lines,No Internet Service,True
1343,1984-FCOWB,Female,0,Yes,No,2,2,1,Electronic check,109.5,7674.55,Yes,70,True,True,True,True,True,1,20150925,109.5,True,1 Year,Two or More Lines,Fiber Optic,False
1344,1984-GPTEH,Female,0,No,No,2,0,0,Electronic check,25.15,702.0,No,28,True,False,True,False,False,0,20190330,25.15,True,Month-to-Month,Two or More Lines,No Internet Service,False
1345,1985-MBRYP,Female,0,No,No,1,0,2,Bank transfer (automatic),19.65,779.25,No,40,True,False,True,False,False,0,20180407,19.65,True,2 Year,One Line,No Internet Service,True
1346,1986-PHGZF,Male,1,No,No,2,1,0,Credit card (automatic),58.4,964.9,No,17,False,False,True,True,True,0,20200311,58.4,True,Month-to-Month,Two or More Lines,DSL,True
1347,1987-AUELQ,Female,0,Yes,No,2,0,2,Credit card (automatic),25.05,1873.7,No,75,True,False,True,False,False,1,20150504,25.05,True,2 Year,Two or More Lines,No Internet Service,True
1348,1989-PRJHP,Male,1,Yes,No,2,2,0,Electronic check,75.5,1893.95,Yes,25,False,True,True,True,True,1,20190624,75.5,True,Month-to-Month,Two or More Lines,Fiber Optic,False
1349,1991-VOPLL,Female,0,No,No,1,0,0,Mailed check,19.05,157.65,No,8,True,False,True,False,False,0,20201117,19.05,True,Month-to-Month,One Line,No Internet Service,False
1350,1996-DBMUS,Female,1,Yes,No,1,2,0,Bank transfer (automatic),70.65,3545.05,No,50,True,False,True,True,True,1,20170522,70.65,True,Month-to-Month,One Line,Fiber Optic,True
1351,1998-VHJHK,Female,0,No,No,1,0,1,Mailed check,19.15,501.35,No,26,True,False,True,False,False,0,20190522,19.15,True,1 Year,One Line,No Internet Service,False
1352,2000-DHJUY,Female,1,Yes,No,2,1,2,Bank transfer (automatic),92.2,6474.45,No,70,True,False,True,True,True,1,20150921,92.2,True,2 Year,Two or More Lines,DSL,True
1353,2000-MPKCA,Female,0,No,No,2,2,1,Electronic check,107.75,6332.75,No,59,True,False,True,True,True,0,20160903,107.75,True,1 Year,Two or More Lines,Fiber Optic,False
1354,2001-EWBQU,Female,0,No,No,2,2,2,Electronic check,104.7,6333.8,No,60,True,False,True,True,True,0,20160712,104.7,True,2 Year,Two or More Lines,Fiber Optic,False
1355,2001-MCUUW,Male,0,No,No,2,2,2,Electronic check,108.65,4903.2,No,45,False,False,True,True,True,0,20171023,108.65,True,2 Year,Two or More Lines,Fiber Optic,False
1356,2002-MZHWP,Female,0,No,No,1,0,0,Mailed check,20.5,20.5,Yes,1,True,True,True,False,False,0,20210626,20.5,True,Month-to-Month,One Line,No Internet Service,False
1357,2003-CKLOR,Male,0,No,No,1,2,0,Electronic check,99.5,6710.5,Yes,67,False,True,True,True,True,0,20151214,99.5,True,Month-to-Month,One Line,Fiber Optic,False
1358,2004-OCQXK,Female,0,No,No,1,2,0,Electronic check,81.95,81.95,Yes,1,True,True,True,True,True,0,20210626,81.95,True,Month-to-Month,One Line,Fiber Optic,False
1359,2005-DWQZJ,Female,0,Yes,Yes,1,0,2,Mailed check,19.05,201.7,No,11,True,False,True,False,False,3,20200907,19.05,True,2 Year,One Line,No Internet Service,False
1360,2007-QVGAW,Female,0,Yes,Yes,1,0,2,Bank transfer (automatic),19.35,1292.65,No,67,True,False,True,False,False,3,20160103,19.35,True,2 Year,One Line,No Internet Service,True
1361,2011-TRQYE,Male,0,No,No,0,1,0,Credit card (automatic),33.5,600.0,Yes,18,False,True,False,True,False,0,20200129,33.5,True,Month-to-Month,No Phone Service,DSL,True
1362,2012-NWRPA,Female,1,Yes,No,2,2,0,Electronic check,99.55,1131.2,Yes,11,True,True,True,True,True,1,20200815,99.55,True,Month-to-Month,Two or More Lines,Fiber Optic,False
1363,2013-SGDXK,Female,0,No,No,1,2,0,Electronic check,84.3,84.3,Yes,1,True,True,True,True,True,0,20210626,84.3,True,Month-to-Month,One Line,Fiber Optic,False
1364,2014-MKGMH,Female,0,No,No,2,2,1,Electronic check,101.1,4674.4,No,46,True,False,True,True,True,0,20170919,101.1,True,1 Year,Two or More Lines,Fiber Optic,False
1365,2017-CCBLH,Female,0,No,No,1,0,2,Mailed check,20.0,141.6,No,7,True,False,True,False,False,0,20201223,20.0,True,2 Year,One Line,No Internet Service,False
1366,2018-PZKMU,Male,0,Yes,Yes,1,2,0,Electronic check,103.1,970.45,No,9,False,False,True,True,True,3,20201013,103.1,True,Month-to-Month,One Line,Fiber Optic,False
1367,2018-QKYGT,Male,0,Yes,Yes,1,2,0,Electronic check,81.05,81.05,No,1,False,False,True,True,True,3,20210626,81.05,True,Month-to-Month,One Line,Fiber Optic,False
1368,2019-HDCZY,Male,0,Yes,No,2,2,2,Electronic check,102.6,6296.75,No,61,False,False,True,True,True,1,20160616,102.6,True,2 Year,Two or More Lines,Fiber Optic,False
1369,2023-VQFDL,Male,0,No,No,1,0,0,Electronic check,19.0,348.8,No,18,False,False,True,False,False,0,20200115,19.0,True,Month-to-Month,One Line,No Internet Service,False
1370,2024-BASKD,Female,0,No,No,1,2,0,Mailed check,74.6,74.6,Yes,1,True,True,True,True,True,0,20210626,74.6,True,Month-to-Month,One Line,Fiber Optic,False
1371,2025-JKFWI,Male,0,No,No,2,2,0,Mailed check,99.0,1301.7,Yes,13,False,True,True,True,True,0,20200622,99.0,True,Month-to-Month,Two or More Lines,Fiber Optic,False
1372,2026-TGDHM,Female,0,No,No,1,2,0,Electronic check,79.3,523.15,Yes,7,True,True,True,True,True,0,20210107,79.3,True,Month-to-Month,One Line,Fiber Optic,False
1373,2027-CWDNU,Male,0,Yes,Yes,1,2,0,Electronic check,85.6,1601.5,No,19,False,False,True,True,True,3,20200104,85.6,True,Month-to-Month,One Line,Fiber Optic,False
1374,2027-DNKIV,Male,0,Yes,Yes,1,1,1,Mailed check,58.75,2203.1,No,37,False,False,True,True,True,3,20180612,58.75,True,1 Year,One Line,DSL,False
1375,2027-FECZV,Male,0,No,No,2,2,0,Electronic check,106.7,1253.9,Yes,12,False,True,True,True,True,0,20200803,106.7,True,Month-to-Month,Two or More Lines,Fiber Optic,False
1376,2027-OAQQC,Female,0,No,No,0,1,0,Bank transfer (automatic),49.05,2076.2,Yes,42,True,True,False,True,False,0,20180116,49.05,True,Month-to-Month,No Phone Service,DSL,True
1377,2027-WKXMW,Female,0,Yes,No,2,2,0,Electronic check,108.75,6871.7,No,63,True,False,True,True,True,1,20160422,108.75,True,Month-to-Month,Two or More Lines,Fiber Optic,False
1378,2030-BTZRO,Male,0,Yes,Yes,1,0,2,Credit card (automatic),20.4,107.6,No,5,False,False,True,False,False,3,20210216,20.4,True,2 Year,One Line,No Internet Service,True
1379,2034-CGRHZ,Male,1,No,No,2,2,0,Credit card (automatic),102.95,2496.7,Yes,24,False,True,True,True,True,0,20190720,102.95,True,Month-to-Month,Two or More Lines,Fiber Optic,True
1380,2034-GDRCN,Female,0,No,No,1,2,0,Electronic check,90.4,168.2,Yes,2,True,True,True,True,True,0,20210531,90.4,True,Month-to-Month,One Line,Fiber Optic,False
1381,2037-SGXHH,Male,0,Yes,Yes,2,2,0,Electronic check,94.65,3624.3,Yes,38,False,True,True,True,True,3,20180519,94.65,True,Month-to-Month,Two or More Lines,Fiber Optic,False
1382,2037-XJFUP,Male,0,Yes,No,1,2,1,Electronic check,95.8,3036.75,Yes,32,False,True,True,True,True,1,20181205,95.8,True,1 Year,One Line,Fiber Optic,False
1383,2038-LLMLM,Female,0,No,No,2,2,0,Electronic check,103.85,4946.05,No,48,True,False,True,True,True,0,20170808,103.85,True,Month-to-Month,Two or More Lines,Fiber Optic,False
1384,2038-OEQZH,Male,0,No,No,1,2,0,Electronic check,86.05,308.1,No,4,False,False,True,True,True,0,20210409,86.05,True,Month-to-Month,One Line,Fiber Optic,False
1385,2038-YSEZE,Female,0,No,No,2,1,0,Mailed check,67.45,1801.1,No,27,True,False,True,True,True,0,20190506,67.45,True,Month-to-Month,Two or More Lines,DSL,False
1386,2039-JONDJ,Male,0,No,No,1,1,1,Bank transfer (automatic),55.45,1477.65,No,27,False,False,True,True,True,0,20190508,55.45,True,1 Year,One Line,DSL,True
1387,2040-LDIWQ,Male,0,Yes,Yes,2,1,2,Bank transfer (automatic),84.2,5324.5,No,63,False,False,True,True,True,3,20160420,84.2,True,2 Year,Two or More Lines,DSL,True
1388,2040-OBMLJ,Male,0,No,No,2,2,1,Credit card (automatic),81.7,2548.65,No,31,False,False,True,True,True,0,20181221,81.7,True,1 Year,Two or More Lines,Fiber Optic,True
1389,2040-VZIKE,Female,0,Yes,No,2,2,0,Mailed check,100.85,4847.35,No,48,True,False,True,True,True,1,20170726,100.85,True,Month-to-Month,Two or More Lines,Fiber Optic,False
1390,2040-XBAVJ,Male,0,Yes,Yes,2,2,2,Bank transfer (automatic),114.45,8100.55,No,71,False,False,True,True,True,3,20150904,114.45,True,2 Year,Two or More Lines,Fiber Optic,True
1391,2041-JIJCI,Female,0,No,No,2,1,0,Electronic check,64.0,370.25,No,6,True,False,True,True,True,0,20210201,64.0,True,Month-to-Month,Two or More Lines,DSL,False
1392,2043-WVTQJ,Male,0,Yes,No,1,1,0,Mailed check,55.7,55.7,No,1,False,False,True,True,True,1,20210626,55.7,True,Month-to-Month,One Line,DSL,False
1393,2045-BMBTJ,Female,1,No,No,0,1,0,Bank transfer (automatic),59.45,1884.65,No,32,True,False,False,True,False,0,20181205,59.45,True,Month-to-Month,No Phone Service,DSL,True
1394,2049-BAFNW,Female,0,No,No,0,1,0,Mailed check,35.9,35.9,No,1,True,False,False,True,False,0,20210626,35.9,True,Month-to-Month,No Phone Service,DSL,False
1395,2050-ONYDQ,Female,0,Yes,Yes,2,0,2,Credit card (automatic),26.0,1654.85,No,64,True,False,True,False,False,3,20160408,26.0,True,2 Year,Two or More Lines,No Internet Service,True
1396,2054-PJOCK,Female,0,No,No,2,1,1,Credit card (automatic),80.55,4847.05,No,60,True,False,True,True,True,0,20160722,80.55,True,1 Year,Two or More Lines,DSL,True
1397,2055-BFOCC,Male,1,Yes,No,1,1,1,Bank transfer (automatic),84.0,5329.55,No,63,False,False,True,True,True,1,20160414,84.0,True,1 Year,One Line,DSL,True
1398,2055-PDADH,Female,1,No,No,1,2,0,Electronic check,70.4,204.7,Yes,3,True,True,True,True,True,0,20210429,70.4,True,Month-to-Month,One Line,Fiber Optic,False
1399,2055-SIFSS,Female,1,Yes,No,2,1,0,Bank transfer (automatic),51.65,2838.55,No,55,True,False,True,True,True,1,20161228,51.65,True,Month-to-Month,Two or More Lines,DSL,True
1400,2056-EVGZL,Male,0,Yes,Yes,1,2,1,Credit card (automatic),105.75,7322.5,No,69,False,False,True,True,True,3,20151020,105.75,True,1 Year,One Line,Fiber Optic,True
1401,2057-BOYKM,Female,1,Yes,No,2,2,2,Bank transfer (automatic),96.6,6827.5,No,71,True,False,True,True,True,1,20150907,96.6,True,2 Year,Two or More Lines,Fiber Optic,True
1402,2057-ZBLPD,Female,0,Yes,No,2,2,0,Electronic check,86.5,1808.7,Yes,21,True,True,True,True,True,1,20191029,86.5,True,Month-to-Month,Two or More Lines,Fiber Optic,False
1403,2058-DCJBE,Male,0,No,No,1,2,0,Electronic check,69.75,324.6,Yes,5,False,True,True,True,True,0,20210307,69.75,True,Month-to-Month,One Line,Fiber Optic,False
1404,2061-VVFST,Female,0,Yes,No,1,0,0,Bank transfer (automatic),19.5,805.2,No,41,True,False,True,False,False,1,20180217,19.5,True,Month-to-Month,One Line,No Internet Service,True
1405,2065-MMKGR,Female,0,No,No,2,1,1,Credit card (automatic),71.0,2080.1,No,29,True,False,True,True,True,0,20190216,71.0,True,1 Year,Two or More Lines,DSL,True
1406,2067-QYTCF,Female,0,Yes,No,2,2,0,Electronic check,111.15,6953.4,No,63,True,False,True,True,True,1,20160511,111.15,True,Month-to-Month,Two or More Lines,Fiber Optic,False
1407,2068-WWXQZ,Male,0,No,No,1,0,2,Bank transfer (automatic),20.05,902.0,No,45,False,False,True,False,False,0,20171027,20.05,True,2 Year,One Line,No Internet Service,True
1408,2070-FNEXE,Female,1,No,No,1,2,0,Bank transfer (automatic),76.45,503.6,Yes,7,True,True,True,True,True,0,20210107,76.45,True,Month-to-Month,One Line,Fiber Optic,True
1409,2070-XYMFH,Female,1,No,No,2,2,0,Mailed check,79.35,1835.3,No,23,True,False,True,True,True,0,20190823,79.35,True,Month-to-Month,Two or More Lines,Fiber Optic,False
1410,2072-ZVJJX,Male,0,Yes,No,2,0,2,Bank transfer (automatic),25.25,1728.2,No,68,False,False,True,False,False,1,20151114,25.25,True,2 Year,Two or More Lines,No Internet Service,True
1411,2073-QBVBI,Female,0,Yes,No,0,1,1,Mailed check,35.45,1391.65,No,39,True,False,False,True,False,1,20180419,35.45,True,1 Year,No Phone Service,DSL,False
1412,2074-GKOWZ,Male,0,Yes,Yes,1,2,0,Bank transfer (automatic),89.55,185.55,Yes,2,False,True,True,True,True,3,20210524,89.55,True,Month-to-Month,One Line,Fiber Optic,True
